1,1,4,0,0,2,1.04158997535706,903,496,0
2,1,4,0,0,2,0.576296091079712,962,545,0
3,0.9753,0,0,1,2,0.617873907089233,996,540,0
4,1,0.5,0,0,2,0.512192964553833,914,587,0
5,0.6584,0,1,1,1,0.53010106086731,1014,557,0
6,1,0.5,0,1,2,0.493525981903076,909,502,0
7,0.3875,0,1,0,1,0.5189208984375,987,497,0
8,1,1,0,1,2,0.486727952957153,995,548,0
9,1,24,1,1,1,1.02055311203003,999,516,0
10,0.9046,0,0,0,2,0.613434076309204,994,540,0
11,0.0506,0,0,1,1,0.593945980072021,988,499,0
12,1.0247,0,0,1,2,0.500226020812988,926,490,4
13,1,4,1,1,1,0.521229982376099,993,578,0
14,1,0.5,1,1,2,0.531470060348511,991,596,0
15,1,8,0,0,2,0.886570930480957,995,531,0
16,0.9753,0,1,0,1,0.668269157409668,900,598,0
17,1,24,0,1,1,0.597387075424194,941,547,0
18,0.3875,0,0,0,1,0.586908102035522,919,560,0
19,0.9753,0,1,1,2,0.668986082077026,995,522,0
20,1.3416,0,0,0,1,0.734234094619751,941,519,0
21,0.8168,0,1,1,1,0.61775803565979,991,514,0
22,0.8168,0,1,0,1,0.78226900100708,992,582,0
23,1,1,1,1,2,0.622705221176147,972,488,0
24,0.9512,0,1,0,2,0.603482007980347,1005,530,1
25,1.9494,0,0,1,1,0.606536865234375,994,509,0
26,1,0.5,1,1,2,0.652199983596802,927,480,0
27,0.0506,0,0,1,1,0.553936958312988,902,527,0
28,1,8,1,1,1,0.574582099914551,924,560,0
29,1.1832,0,1,0,1,0.606317043304443,900,570,0
30,1.1832,0,1,0,1,1.25727415084839,1009,597,0
31,1.9494,0,0,1,1,2.95493698120117,962,579,0
32,0.9512,0,0,0,2,0.756181955337524,1015,594,0
33,0.3875,0,1,0,1,0.511043071746826,908,532,0
34,1,24,0,1,1,0.626398086547852,916,496,0
35,1,8,0,0,1,0.666867017745972,963,594,0
36,1.3416,0,0,0,1,0.742601871490479,949,524,0
37,1,0,0,1,2,0.608587026596069,953,512,0
38,0.9512,0,1,1,2,0.596983194351196,952,511,0
39,1.3416,0,1,1,1,0.507930994033813,950,541,0
40,1.0247,0,1,0,2,0.661020040512085,982,533,0
41,1.0954,0,1,1,2,0.633028030395508,995,578,0
42,1.0488,0,1,1,2,0.729424953460693,995,540,0
43,1.1832,0,1,0,2,0.773149013519287,976,491,0
44,1,1,0,0,2,0.68034291267395,974,516,0
45,0.9512,0,1,1,2,0.66959810256958,932,484,1
46,1,2,0,1,2,0.817245960235596,967,597,0
47,0.9753,0,0,1,2,0.64860200881958,986,547,0
48,1.0954,0,0,0,2,0.766089916229248,1005,527,0
49,1,8,1,0,1,0.499652147293091,925,571,0
50,0.6584,0,1,0,1,0.600022792816162,943,564,0
51,1.0247,0,1,1,2,0.559791088104248,900,552,0
52,1,4,0,1,1,0.966278076171875,970,590,0
53,0.9512,0,0,1,2,0.628910064697266,963,511,0
54,0.9046,0,1,1,1,0.534126043319702,988,499,0
55,1,24,1,1,1,0.878024101257324,931,546,0
56,1,0,1,1,2,0.572924852371216,995,585,0
57,1.9494,0,0,0,1,0.601899862289429,1017,501,0
58,1,24,0,1,1,1.40558195114136,905,509,0
59,1,0,1,0,2,0.654443979263306,981,589,0
60,1,0,1,0,1,0.744663000106812,918,540,0
61,0.9046,0,0,0,1,0.634707927703857,922,519,0
62,1.1832,0,0,0,1,0.660126924514771,966,497,0
63,0.0506,0,1,1,1,0.519247055053711,947,549,0
64,1.6125,0,1,0,1,0.476388931274414,969,592,0
65,1.9494,0,0,0,1,0.607294082641602,988,597,0
66,0.9046,0,1,1,2,1.31181287765503,987,516,0
67,1,4,0,0,2,0.839037895202637,905,526,1
68,0.0506,0,0,1,1,0.591985940933228,934,578,0
69,0.3875,0,0,0,1,0.754325866699219,997,575,0
70,1.9494,0,0,0,1,0.765615940093994,908,486,0
71,1.0488,0,0,0,1,0.833510160446167,951,589,0
72,0.9753,0,1,1,2,0.783105850219727,918,545,2
73,0.8168,0,0,1,1,0.570560932159424,979,527,0
74,0.0506,0,0,0,1,0.755011081695557,1002,594,0
75,0.9046,0,0,0,2,0.682844877243042,908,501,0
76,0.6584,0,0,1,1,0.639206886291504,922,515,0
77,1,4,0,0,2,0.688358068466187,941,518,0
78,1,8,0,0,1,0.756175994873047,928,483,0
79,1.0247,0,0,0,1,1.13540410995483,919,577,0
80,1,8,0,1,1,0.698539018630981,939,570,0
81,0.9753,0,0,0,2,0.697456121444702,921,494,0
82,0.9512,0,0,1,2,0.678619861602783,975,581,0
83,1,16,1,0,1,0.705446004867554,920,566,0
84,0.0506,0,1,0,1,0.812772989273071,926,585,0
