1,1.0247,0,1,0,3,6.60603380203247,940,536,1
2,1,0.5,1,1,3,1.3857479095459,903,581,0
3,1,16,0,1,3,1.10745787620544,1003,522,0
4,1.0954,0,0,0,1,0.820523023605347,906,501,1
5,1.1832,0,0,0,1,0.578843832015991,940,588,3
6,0.9512,0,0,1,1,1.53824400901794,1019,545,0
7,0.6584,0,1,0,1,0.67548394203186,1020,514,0
8,1,0,0,1,1,1.29314708709717,956,572,0
9,1.0954,0,1,1,1,0.576481103897095,912,501,0
10,0.9753,0,1,0,1,1.62214493751526,906,543,3
11,1,16,1,1,1,1.51753497123718,921,505,0
12,1.0488,0,0,1,2,1.96259593963623,981,536,0
13,0.9753,0,1,1,2,1.59052300453186,912,570,0
14,1.9494,0,0,1,1,1.59664988517761,967,502,0
15,1,2,1,0,2,1.27376508712769,936,496,0
16,0.9046,0,0,1,2,1.55017709732056,1008,488,0
17,1,0.5,1,0,2,1.28968596458435,906,533,0
18,1,1,1,1,2,1.26669907569885,1008,503,0
19,1.6125,0,1,0,2,1.89581680297852,937,535,0
20,1,24,0,1,1,1.49783897399902,1020,520,0
21,1,0,1,1,2,1.15612816810608,907,516,0
22,0.9046,0,0,0,2,1.10110306739807,961,572,0
23,0.9512,0,0,1,2,1.18619704246521,910,489,0
24,1,8,0,0,2,1.40238380432129,1009,544,0
25,0.3875,0,1,0,1,0.913626909255981,999,520,0
26,1.6125,0,1,1,1,1.34375190734863,990,481,0
27,1,0,1,1,2,1.22644996643066,980,553,0
28,0.8168,0,0,0,2,1.42731809616089,988,565,0
29,0.6584,0,1,0,1,1.00367593765259,934,563,0
30,1,4,0,0,2,1.00902795791626,947,487,0
31,1,2,0,0,2,1.1945629119873,940,553,0
32,1,8,0,1,2,1.96252918243408,912,495,0
33,1.9494,0,0,1,1,1.12847781181335,958,587,4
34,0.0506,0,0,0,1,2.07395601272583,988,486,0
35,1.3416,0,0,1,2,1.87098097801208,910,576,0
36,1,24,1,1,1,1.06990790367126,982,495,0
37,0.3875,0,0,1,1,1.47725820541382,913,494,0
38,0.8168,0,1,0,2,1.35180902481079,939,559,0
39,1,1,1,0,1,1.13641381263733,970,569,0
40,0.0506,0,1,0,1,1.28895401954651,988,597,0
41,1,0,1,0,2,1.32759594917297,910,524,0
42,1.3416,0,0,1,1,1.23412895202637,982,552,0
43,1.0247,0,1,0,2,1.09044003486633,944,504,7
44,1,4,1,0,2,1.56056690216064,993,504,0
45,1.0488,0,0,0,1,1.07462000846863,966,507,0
46,1.1832,0,0,1,2,1.71045303344727,958,498,0
