1,0.9753,0,1,0,2,1.02456998825073,1005,527,0
2,1,0.5,1,1,2,0.690759897232056,925,571,0
3,1,4,1,0,2,0.70578408241272,943,564,0
4,1.1832,0,1,1,2,1.2136378288269,900,552,0
5,1.3416,0,0,1,1,1.47511601448059,970,590,4
6,1,16,1,0,1,1.25344395637512,963,511,10
7,0.9512,0,0,0,2,0.709646940231323,988,499,0
8,1,24,1,1,1,0.950484991073608,931,546,0
9,1,24,0,0,1,1.07923007011414,995,585,4
10,1,0,0,0,2,1.27747583389282,1017,501,0
11,0.0506,0,1,1,1,0.92782998085022,905,509,0
12,0.9512,0,1,0,2,1.10678195953369,981,589,0
13,0.9753,0,1,0,2,0.845712900161743,918,540,0
14,1.1832,0,0,0,2,1.03810906410217,922,519,0
15,1,24,1,1,1,0.92481803894043,966,497,0
16,1,24,0,0,1,1.18786907196045,947,549,0
17,0.8168,0,0,1,2,0.947509050369263,969,592,0
18,1.3416,0,0,1,2,1.23954105377197,988,597,0
19,0.6584,0,0,0,1,1.30128908157349,987,516,0
20,1,24,0,1,1,1.1090669631958,905,526,0
21,0.9512,0,0,0,2,0.95029091835022,934,578,0
22,1,0,1,1,2,0.759505987167358,997,575,0
23,1.0488,0,1,1,2,0.736883878707886,908,486,0
24,1,2,0,0,2,0.745167016983032,951,589,0
25,1.0488,0,0,0,2,0.838044166564941,918,545,0
26,1,8,0,0,2,1.10906481742859,979,527,0
27,0.9753,0,0,0,2,0.766700983047485,1002,594,0
28,1.0247,0,0,0,2,0.829900979995728,908,501,0
29,0.8168,0,1,1,2,1.39537310600281,922,515,0
30,1,16,1,0,1,1.10727405548096,941,518,0
31,1,1,0,1,2,0.72559380531311,928,483,0
32,0.0506,0,1,0,1,0.838879823684692,919,577,0
33,1,8,1,1,1,1.42306900024414,939,570,0
34,1.1832,0,1,1,2,1.00703310966492,921,494,3
35,0.9046,0,1,0,2,0.886842012405396,975,581,0
36,1,0,0,1,2,0.676286220550537,920,566,0
37,1.0954,0,1,1,2,0.80791187286377,926,585,0
38,0.9512,0,1,1,2,0.761257171630859,1001,583,0
39,1.0954,0,0,1,2,0.790451049804688,957,587,0
40,1.0954,0,1,1,2,0.796540021896362,961,555,0
41,1,0.5,0,0,2,0.62717604637146,927,482,0
42,1.3416,0,0,1,2,1.15611410140991,993,597,0
43,1.6125,0,0,0,2,1.02076196670532,1020,519,0
44,1.9494,0,0,1,1,1.22421002388,946,548,0
45,1,0.5,0,1,2,0.765556812286377,965,518,0
46,0.0506,0,1,1,1,0.906255006790161,918,496,0
47,1,1,0,1,2,0.951233148574829,956,493,0
48,0.0506,0,0,0,1,0.772197961807251,921,577,0
49,1.9494,0,1,1,2,1.53548192977905,966,505,0
50,1,0,1,1,2,0.70281195640564,963,549,0
51,0.6584,0,0,0,1,1.56901407241821,987,488,1
52,0.9512,0,0,1,2,0.729456901550293,1004,534,0
53,0.3875,0,0,0,1,0.844063997268677,936,553,0
54,1.3416,0,0,1,2,0.839447975158691,996,576,0
55,1,0.5,1,0,2,0.759836912155151,953,535,0
56,0.8168,0,0,1,2,0.98804497718811,1001,483,1
57,1,0,0,0,2,0.613651990890503,1014,594,0
58,1.0247,0,0,0,2,0.599195957183838,998,592,0
59,1.9494,0,1,1,2,1.10637402534485,945,529,0
60,0.6584,0,1,0,1,1.03671479225159,982,536,0
61,1.0488,0,1,0,2,0.897678852081299,942,521,0
62,1.6125,0,0,1,2,1.10258197784424,965,570,0
63,1,16,1,1,2,1.26232814788818,954,489,0
64,1,0,1,0,2,0.682397127151489,985,591,0
65,1.9494,0,0,0,1,1.03171300888062,983,583,0
