1,1,16,1,0,1,0.609447002410889,937,492,0
2,1,24,1,1,1,0.608025074005127,934,498,0
3,1.6125,0,1,1,1,0.802896976470947,934,546,1
4,1.0954,0,1,0,2,0.535093069076538,905,589,1
5,1,4,0,0,2,0.6582350730896,1000,576,0
6,0.9512,0,1,0,2,0.459051847457886,916,541,0
7,1,8,0,0,2,0.787361860275269,921,549,0
8,1.3416,0,0,0,1,0.645220994949341,925,542,0
9,1,8,0,1,2,1.06838798522949,959,564,0
10,1.3416,0,0,1,1,0.893517971038818,904,515,0
11,1,1,0,0,2,0.577759027481079,941,490,0
12,1.0488,0,0,1,2,0.532350063323975,944,569,0
13,0.9753,0,0,0,2,0.648670196533203,997,578,0
14,1.9494,0,0,0,1,0.592602968215942,914,579,0
15,1,24,0,0,1,0.850060939788818,901,588,0
16,1.9494,0,1,1,1,0.66246509552002,965,553,0
17,1.9494,0,0,0,1,0.710831165313721,1003,526,0
18,1.0247,0,0,0,2,0.558617830276489,988,520,0
19,1.9494,0,1,0,1,0.533240079879761,944,580,0
20,1.0954,0,1,1,2,0.649358034133911,915,586,0
21,0.6584,0,1,1,1,0.691089153289795,983,568,0
22,1,8,1,1,1,0.66045093536377,945,598,5
23,1,1,0,1,2,0.523557186126709,953,498,0
24,1,1,1,0,1,0.742561817169189,938,588,0
25,0.9753,0,1,0,2,0.641000986099243,937,529,0
26,1,0,1,1,2,0.58122181892395,917,585,0
27,1.0247,0,0,1,2,0.598104000091553,955,483,3
28,1,8,1,0,2,0.787765026092529,984,505,0
29,0.9046,0,0,1,1,0.657415151596069,967,582,0
30,1,0,1,0,2,0.62793493270874,1009,530,0
31,1.1832,0,1,1,1,0.969815015792847,959,510,0
32,1,4,0,0,2,0.566031932830811,956,510,0
33,1.9494,0,0,1,1,0.577173948287964,985,528,0
34,1.1832,0,1,0,1,0.723919868469238,1003,550,0
35,1,0.5,0,0,2,0.569992065429688,926,506,0
36,0.8168,0,0,1,1,0.666518926620483,952,569,0
37,1.0954,0,1,0,1,0.60758900642395,1002,562,0
38,1,8,1,0,1,0.585735082626343,1003,504,0
39,1.6125,0,1,1,1,0.529160976409912,965,499,0
40,0.9512,0,0,1,2,0.659286022186279,993,572,0
41,1,0,0,1,2,0.530786991119385,906,550,0
42,0.9753,0,1,1,1,0.726266860961914,988,544,0
43,1,0.5,1,1,2,0.66579008102417,1010,571,0
44,1,0,0,1,2,0.554786920547485,908,502,1
45,1.3416,0,0,0,1,0.661473035812378,984,574,0
46,0.3875,0,1,1,1,0.805545091629028,951,553,0
47,1,0,0,1,2,0.564574003219604,981,543,0
48,0.8168,0,0,0,1,0.672369003295898,985,526,0
49,1.0247,0,0,0,2,0.645431995391846,1007,581,0
50,0.0506,0,0,1,1,5.1186740398407,1013,578,0
